energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
485.91,0.2,0.000001,0.0000003001666203960727,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
487.3,0.3,,,,646.03,,158.500,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
487.3,0.3,0.00000044,0.0000000044,,590.09,,102.959,[M1],,,0.312,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
512.5,0.3,0.00000115,0.00000023028732053675903,,546.12,0.000000004,33.19632,[E1],,,0.0134,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
514,0.5,0.00000258,0.0000002712298656121777,,514.20,67658049289525.25,0.0,[E1],,,0.0133,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
522.06,0.15,0.00000095,0.00000029015556172508566,,597.99,,75.900,[M1+E2],,,0.15,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
529.17,0.2,0.00000046,0.0000000046,,853.39,,324.421,[E2],,,0.0441,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
545.4,0.3,0.00000074,0.0000000074,,546.12,67658049289525.25,0.0,[E1],,,0.01119,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
563.05,0.3,0.00000074,0.0000000074,,721.961,,158.500,[E2],,,0.0383,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
573.94,0.2,0.00000125,0.00000019041074024329617,,799.82,,226.005,[M1+E2],,,0.12,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
582.6,,0.00000023,0.00000012002203964272563,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
586.59,0.2,0.00000131,0.00000020042856582832698,,646.03,0.0000000672,59.54090,[E2],,,0.0350,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
590.28,0.15,,,,666.20,,75.900,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
590.28,0.15,0.00000286,0.0000002119385760072951,,590.09,67658049289525.25,0.0,[E1],,,0.0102,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
597.48,0.08,0.00000741,0.00000033821710483061025,,755.685,,158.500,[M1+E2],,,0.11,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
619.01,0.02,0.0000594,0.0000008442961565706669,,721.961,,102.959,[M1+E2],,,0.98,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
627.18,0.2,0.00000056,0.00000017009221028606807,,853.39,,226.005,[M1+E2],,,0.09,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
632.93,0.15,0.00000126,0.00000019041733114399014,,666.20,0.000000004,33.19632,[D],,,0.08,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
641.47,0.05,0.0000071,0.0000003082872037564972,,799.82,,158.500,[M1+E2],,,0.089,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
653.02,0.04,0.0000377,0.000001162810818663122,,755.685,,102.959,[M1+E2],,,0.085,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
662.4,0.02,0.000364,0.000008789175160389057,,721.961,0.0000000672,59.54090,(E0+M1+E2),,,0.23,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
666.5,0.3,0.00000049,0.0000000049,,666.20,67658049289525.25,0.0,[D],,,0.07,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
669.83,0.2,0.00000038,0.00000012006015159077554,,799.82,,129.99,[E1],,,0.0080,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
676.03,0.3,0.00000064,0.0000001301574431217823,,805.77,,129.99,[E2 M1],,,0.08,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
680.1,0.1,0.00000313,0.00000017285742680023904,,755.685,,75.900,[E1],,,0.0078,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
688.72,0.04,0.0000325,0.0000008634958019585271,,721.961,0.000000004,33.19632,[E1],,,0.0078,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
693.62,0.08,0.00000368,0.00000017393746002514812,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
696.6,0.05,,,,799.82,,102.959,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
696.6,0.05,0.00000534,0.00000020700618348252306,,755.685,0.0000000672,59.54090,[M1+E2],,,0.072,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
709.45,0.05,0.00000641,0.0000001910727871780804,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
722.01,0.03,,,,755.685,0.000000004,33.19632,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
722.01,0.03,0.000196,0.000004454391091945115,,721.961,67658049289525.25,0.0,[E1],,,0.0070,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
729.72,0.15,0.00000133,0.0000001406303310100634,,805.77,,75.900,[M1],,,0.106,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
731.5,,0.00000047,0.0000001500736152693071,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
737.34,0.05,0.000008,0.00000025298221281347034,,770.57,0.000000004,33.19632,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
742.9,0.3,0.00000035,0.0000000035,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
755.9,0.05,0.0000076,0.0000002901310048926174,,755.685,67658049289525.25,0.0,[E1],,,0.0064,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
759.38,0.1,0.00000167,0.00000009153627696165058,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
763.9,0.3,0.0000002,0.00000006003332407921454,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
767,0.1,0.000005,0.00000018681541692269406,,799.82,0.000000004,33.19632,[E1],,,0.0063,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
770.57,0.1,0.00000474,0.00000021528297656805103,,770.57,67658049289525.25,0.0,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
772.4,0.3,0.00000266,0.00000015234027701169511,,805.77,0.000000004,33.19632,[M1],,,0.091,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
777.2,,0.000000061,0.000000031006001032058295,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
780.7,0.2,0.00000025,0.00000005006246098625197,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
782.2,0.5,0.00000015,0.0000000015,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
786,0.15,0.00000062,0.0000000062,,861.80,,75.900,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
789.17,0.25,0.00000039,0.00000006012661640238872,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
794.92,0.2,0.00000094,0.0000000094,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
801.94,0.2,0.00000136,0.0000001406590203293056,,861.80,0.0000000672,59.54090,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
806.26,0.3,0.00000031,0.0000000031,,805.77,67658049289525.25,0.0,[M1 E2],,,0.050,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
812.01,0.3,0.00000061,0.00000008023222544588926,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
819,1,0.0000004,0.00000006013318551349163,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
822.6,,0.00000022,0.00000006004031978595717,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
828.5,,0.00000024,0.00000006004798081534465,,861.80,0.000000004,33.19632,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
835.6,1,0.00000021,0.0000000020999999999999998,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
841.5,1,0.00000004,0.000000010007996802557442,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
847.4,0.5,0.00000027,0.00000003012125495393577,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
851.6,1,0.00000038,0.0000000601202129071413,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
854.7,,0.0000002,0.00000004004996878900157,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
860.7,0.5,0.000000082,0.000000025013444384970257,,920.88,0.0000000672,59.54090,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
862.7,0.5,0.00000053,0.0000000602336284811068,,861.80,67658049289525.25,0.0,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
870.7,0.3,0.00000046,0.0000000046,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
887.3,0.3,0.00000022,0.00000005004837659704858,,920.88,0.000000004,33.19632,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
898.4,,0.000000072,0.000000029008936554103462,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
902.5,,0.0000003,0.00000005008991914547277,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
912.4,,0.00000025,0.00000005006246098625197,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
921.5,0.3,0.00000019,0.00000004004509957535379,,920.88,67658049289525.25,0.0,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
928.8,,0.000000055,0.000000028005401264756053,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
945.7,,0.000000056,0.00000002800559944011197,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
955.7,,0.00000058,0.00000006027968148555531,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
1014.7,0.5,0.000000064,0.000000010020459071320036,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
17.136,,36.63949694703623,,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
97.078,,0.0011632926626854812,0.00003061861336744613,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
101.068,,0.0018517871102920744,0.00004817989051386077,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
114.16,,0.0006752522408230983,0.000020969345937732367,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
115.608,,0.0009075390116662442,0.00002797983432979639,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18
117.47,,0.0002322867708431458,0.000007964488231685754,,,,,,,,,,95,146,Am,,0,,5/2-,432.6,,6,Y,13651526176.6085,18934155.5847552,A,100,,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2026-09-18

